,chromosome,source,feature_type,start,end,score,strand,phase,attributes
1840211,NC_000007.14,BestRefSeq%2CGnomon,gene,99598058,99611045,.,+,.,"ID=gene-TMEM225B;Dbxref=GeneID:100289187,HGNC:HGNC:53075;Name=TMEM225B;description=transmembrane protein 225B;gbkey=Gene;gene=TMEM225B;gene_biotype=protein_coding;gene_synonym=GS1-259H13.2"
1840468,NC_000007.14,BestRefSeq%2CGnomon,gene,99616946,99738035,.,+,.,"ID=gene-ZSCAN25;Dbxref=GeneID:221785,HGNC:HGNC:21961;Name=ZSCAN25;description=zinc finger and SCAN domain containing 25;gbkey=Gene;gene=ZSCAN25;gene_biotype=protein_coding;gene_synonym=ZNF498"
1840830,NC_000007.14,BestRefSeq,gene,99648194,99679996,.,-,.,"ID=gene-CYP3A5;Dbxref=GeneID:1577,HGNC:HGNC:2638,MIM:605325;Name=CYP3A5;description=cytochrome P450 family 3 subfamily A member 5;gbkey=Gene;gene=CYP3A5;gene_biotype=protein_coding;gene_synonym=CP35,CYPIIIA5,P450PCN3,PCN3"
1840943,NC_000007.14,BestRefSeq,gene,99684677,99735196,.,-,.,"ID=gene-CYP3A7-CYP3A51P;Dbxref=GeneID:100861540,HGNC:HGNC:51504;Name=CYP3A7-CYP3A51P;description=CYP3A7-CYP3A51P readthrough;gbkey=Gene;gene=CYP3A7-CYP3A51P;gene_biotype=protein_coding;gene_synonym=CYP3A7,CYP3A7-3AP1,CYP3A7-CYP3AP1,CYP3A7.1L,CYPIIIA7"
1840976,NC_000007.14,BestRefSeq,gene,99705036,99735196,.,-,.,"ID=gene-CYP3A7;Dbxref=GeneID:1551,HGNC:HGNC:2640,MIM:605340;Name=CYP3A7;description=cytochrome P450 family 3 subfamily A member 7;gbkey=Gene;gene=CYP3A7;gene_biotype=protein_coding;gene_synonym=CP37,CYPIIIA7,P-450(HFL33),P-450111A7,P450-HFLA,P450HLp2"
1841026,NC_000007.14,BestRefSeq,gene,99756967,99784184,.,-,.,"ID=gene-CYP3A4;Dbxref=GeneID:1576,HGNC:HGNC:2637,MIM:124010;Name=CYP3A4;description=cytochrome P450 family 3 subfamily A member 4;gbkey=Gene;gene=CYP3A4;gene_biotype=protein_coding;gene_synonym=CP33,CP34,CYP3A,CYP3A3,CYPIIIA3,CYPIIIA4,HLP,NF-25,P450C3,P450PCN1,VDDR3"
1841145,NC_000007.14,BestRefSeq%2CGnomon,gene,99828013,99866093,.,+,.,"ID=gene-CYP3A43;Dbxref=GeneID:64816,HGNC:HGNC:17450,MIM:606534;Name=CYP3A43;description=cytochrome P450 family 3 subfamily A member 43;gbkey=Gene;gene=CYP3A43;gene_biotype=protein_coding"
1841352,NC_000007.14,BestRefSeq,gene,99876062,99877033,.,-,.,"ID=gene-OR2AE1;Dbxref=GeneID:81392,HGNC:HGNC:15087;Name=OR2AE1;description=olfactory receptor family 2 subfamily AE member 1;gbkey=Gene;gene=OR2AE1;gene_biotype=protein_coding;gene_synonym=OR2AE2"
1841358,NC_000007.14,BestRefSeq,gene,99890403,99919530,.,-,.,"ID=gene-TRIM4;Dbxref=GeneID:89122,HGNC:HGNC:16275;Name=TRIM4;description=tripartite motif containing 4;gbkey=Gene;gene=TRIM4;gene_biotype=protein_coding;gene_synonym=RNF87"
1841393,NC_000007.14,Gnomon,gene,99919603,99925314,.,+,.,ID=gene-LOC101927610;Dbxref=GeneID:101927610;Name=LOC101927610;description=uncharacterized LOC101927610;gbkey=Gene;gene=LOC101927610;gene_biotype=lncRNA
1841402,NC_000007.14,BestRefSeq%2CGnomon,gene,99923266,99930747,.,-,.,"ID=gene-GJC3;Dbxref=GeneID:349149,HGNC:HGNC:17495,MIM:611925;Name=GJC3;description=gap junction protein gamma 3;gbkey=Gene;gene=GJC3;gene_biotype=protein_coding;gene_synonym=CX29,CX30.2,CX31.3,GJE1"
1841423,NC_000007.14,cmsearch,gene,99952033,99952158,.,+,.,ID=gene-LOC124900245;Dbxref=GeneID:124900245;Name=LOC124900245;description=small nucleolar RNA SNORA40;gbkey=Gene;gene=LOC124900245;gene_biotype=snoRNA
1841426,NC_000007.14,BestRefSeq,gene,99966730,99976031,.,-,.,"ID=gene-AZGP1;Dbxref=GeneID:563,HGNC:HGNC:910,MIM:194460;Name=AZGP1;description=alpha-2-glycoprotein 1%2C zinc-binding;gbkey=Gene;gene=AZGP1;gene_biotype=protein_coding;gene_synonym=ZA2G,ZAG"
1841446,NC_000007.14,BestRefSeq,gene,99997075,100011634,.,+,.,ID=gene-LOC105375423;Dbxref=GeneID:105375423;Name=LOC105375423;description=uncharacterized LOC105375423;gbkey=Gene;gene=LOC105375423;gene_biotype=lncRNA
1841469,NC_000007.14,BestRefSeq%2CGnomon,gene,100015596,100045374,.,+,.,"ID=gene-ZKSCAN1;Dbxref=GeneID:7586,HGNC:HGNC:13101,MIM:601260;Name=ZKSCAN1;description=zinc finger with KRAB and SCAN domains 1;gbkey=Gene;gene=ZKSCAN1;gene_biotype=protein_coding;gene_synonym=KOX18,PHZ-37,ZNF139,ZNF36,ZSCAN33"
1841592,NC_000007.14,BestRefSeq%2CGnomon,gene,100049774,100065040,.,+,.,"ID=gene-ZSCAN21;Dbxref=GeneID:7589,HGNC:HGNC:13104,MIM:601261;Name=ZSCAN21;description=zinc finger and SCAN domain containing 21;gbkey=Gene;gene=ZSCAN21;gene_biotype=protein_coding;gene_synonym=NY-REN-21,Zipro1,ZNF38"
1841668,NC_000007.14,BestRefSeq%2CGnomon,gene,100063837,100082577,.,-,.,"ID=gene-ZNF3;Dbxref=GeneID:7551,HGNC:HGNC:13089,MIM:194510;Name=ZNF3;description=zinc finger protein 3;gbkey=Gene;gene=ZNF3;gene_biotype=protein_coding;gene_synonym=A8-51,HF.12,KOX25,PP838,Zfp113"
1841959,NC_000007.14,BestRefSeq,gene,100088969,100092187,.,+,.,"ID=gene-COPS6;Dbxref=GeneID:10980,HGNC:HGNC:21749,MIM:614729;Name=COPS6;description=COP9 signalosome subunit 6;gbkey=Gene;gene=COPS6;gene_biotype=protein_coding;gene_synonym=CSN6,MOV34-34KD"
1841986,NC_000007.14,BestRefSeq%2CGnomon,gene,100092728,100101397,.,-,.,"ID=gene-MCM7;Dbxref=GeneID:4176,HGNC:HGNC:6950,MIM:600592;Name=MCM7;description=minichromosome maintenance complex component 7;gbkey=Gene;gene=MCM7;gene_biotype=protein_coding;gene_synonym=CDC47,MCM2,P1.1-MCM3,P1CDC47,P85MCM,PNAS146,PPP1R104"
1842098,NC_000007.14,BestRefSeq,gene,100093560,100093643,.,-,.,"ID=gene-MIR25;Dbxref=GeneID:407014,HGNC:HGNC:31609,MIM:612150,miRBase:MI0000082;Name=MIR25;description=microRNA 25;gbkey=Gene;gene=MIR25;gene_biotype=miRNA;gene_synonym=hsa-mir-25,miR-25,MIRN25"
1842105,NC_000007.14,BestRefSeq,gene,100093768,100093847,.,-,.,"ID=gene-MIR93;Dbxref=GeneID:407050,HGNC:HGNC:31645,MIM:612984,miRBase:MI0000095;Name=MIR93;description=microRNA 93;gbkey=Gene;gene=MIR93;gene_biotype=miRNA;gene_synonym=hsa-mir-93,miR-93,MIRN9,MIRN93"
1842112,NC_000007.14,BestRefSeq,gene,100093993,100094074,.,-,.,"ID=gene-MIR106B;Dbxref=GeneID:406900,HGNC:HGNC:31495,MIM:612983,miRBase:MI0000734;Name=MIR106B;description=microRNA 106b;gbkey=Gene;gene=MIR106B;gene_biotype=miRNA;gene_synonym=mir-106b,MIRN106B"
1842123,NC_000007.14,BestRefSeq%2CGnomon,gene,100100794,100109039,.,+,.,"ID=gene-AP4M1;Dbxref=GeneID:9179,HGNC:HGNC:574,MIM:602296;Name=AP4M1;description=adaptor related protein complex 4 subunit mu 1;gbkey=Gene;gene=AP4M1;gene_biotype=protein_coding;gene_synonym=CPSQ3,MU-4,MU-ARP2,SPG50"
1842436,NC_000007.14,BestRefSeq%2CGnomon,gene,100107070,100127171,.,-,.,"ID=gene-TAF6;Dbxref=GeneID:6878,HGNC:HGNC:11540,MIM:602955;Name=TAF6;description=TATA-box binding protein associated factor 6;gbkey=Gene;gene=TAF6;gene_biotype=protein_coding;gene_synonym=ALYUS,MGC:8964,TAF(II)70,TAF(II)80,TAF2E,TAFII-70,TAFII-80,TAFII70,TAFII80,TAFII85"
1842976,NC_000007.14,BestRefSeq,gene,100119634,100125508,.,+,.,"ID=gene-CNPY4;Dbxref=GeneID:245812,HGNC:HGNC:28631,MIM:610047;Name=CNPY4;description=canopy FGF signaling regulator 4;gbkey=Gene;gene=CNPY4;gene_biotype=protein_coding;gene_synonym=PRAT4B"
1842998,NC_000007.14,BestRefSeq%2CGnomon,gene,100126967,100128495,.,+,.,"ID=gene-MBLAC1;Dbxref=GeneID:255374,HGNC:HGNC:22180,MIM:620906;Name=MBLAC1;description=metallo-beta-lactamase domain containing 1;gbkey=Gene;gene=MBLAC1;gene_biotype=protein_coding"
1843020,NC_000007.14,BestRefSeq,gene,100148918,100154203,.,+,.,"ID=gene-LAMTOR4;Dbxref=GeneID:389541,HGNC:HGNC:33772,MIM:618834;Name=LAMTOR4;description=late endosomal/lysosomal adaptor%2C MAPK and MTOR activator 4;gbkey=Gene;gene=LAMTOR4;gene_biotype=protein_coding;gene_synonym=C7orf59"
1843091,NC_000007.14,BestRefSeq,gene,100154423,100158723,.,-,.,"ID=gene-TRAPPC14;Dbxref=GeneID:55262,HGNC:HGNC:25604,MIM:618350;Name=TRAPPC14;description=trafficking protein particle complex subunit 14;gbkey=Gene;gene=TRAPPC14;gene_biotype=protein_coding;gene_synonym=C7orf43,MAP11,MCPH25"
1843134,NC_000007.14,BestRefSeq,gene,100156605,100156669,.,-,.,"ID=gene-MIR4658;Dbxref=GeneID:100616439,HGNC:HGNC:41673,miRBase:MI0017286;Name=MIR4658;description=microRNA 4658;gbkey=Gene;gene=MIR4658;gene_biotype=miRNA"
1843145,NC_000007.14,BestRefSeq,gene,100159244,100168617,.,-,.,"ID=gene-GAL3ST4;Dbxref=GeneID:79690,HGNC:HGNC:24145,MIM:608235;Name=GAL3ST4;description=galactose-3-O-sulfotransferase 4;gbkey=Gene;gene=GAL3ST4;gene_biotype=protein_coding;gene_synonym=GAL3ST-4"
1843156,NC_000007.14,BestRefSeq,gene,100169606,100177381,.,-,.,"ID=gene-GPC2;Dbxref=GeneID:221914,HGNC:HGNC:4450,MIM:618446;Name=GPC2;description=glypican 2;gbkey=Gene;gene=GPC2;gene_biotype=protein_coding"
1843186,NC_000007.14,BestRefSeq%2CGnomon,gene,100177724,100219334,.,+,.,"ID=gene-STAG3;Dbxref=GeneID:10734,HGNC:HGNC:11356,MIM:608489;Name=STAG3;description=STAG3 cohesin complex component;gbkey=Gene;gene=STAG3;gene_biotype=protein_coding;gene_synonym=SA3,SPGF61"
1844747,NC_000007.14,BestRefSeq,gene,100219248,100221490,.,+,.,"ID=gene-PVRIG;Dbxref=GeneID:79037,HGNC:HGNC:32190,MIM:617012;Name=PVRIG;description=PVR related immunoglobulin domain containing;gbkey=Gene;gene=PVRIG;gene_biotype=protein_coding;gene_synonym=C7orf15,CD112R"
1844798,NC_000007.14,Gnomon,gene,100264867,100267484,.,-,.,ID=gene-LOC105375426;Dbxref=GeneID:105375426;Name=LOC105375426;description=uncharacterized LOC105375426;gbkey=Gene;gene=LOC105375426;gene_biotype=lncRNA
1844814,NC_000007.14,BestRefSeq%2CGnomon,gene,100307702,100322196,.,+,.,"ID=gene-SPDYE3;Dbxref=GeneID:441272,HGNC:HGNC:35462,MIM:617625;Name=SPDYE3;description=speedy/RINGO cell cycle regulator family member E3;gbkey=Gene;gene=SPDYE3;gene_biotype=protein_coding;gene_synonym=SPDYB2"
1844870,NC_000007.14,BestRefSeq,gene,100336065,100367831,.,+,.,"ID=gene-STAG3L5P-PVRIG2P-PILRB;Dbxref=GeneID:101752399,HGNC:HGNC:48898;Name=STAG3L5P-PVRIG2P-PILRB;description=STAG3L5P-PVRIG2P-PILRB readthrough;gbkey=Gene;gene=STAG3L5P-PVRIG2P-PILRB;gene_biotype=lncRNA;gene_synonym=FDFACT,LOC101735302-LOC101752334-PILRB,PILRB"
1844925,NC_000007.14,BestRefSeq,gene,100356651,100356721,.,+,.,"ID=gene-MIR6840;Dbxref=GeneID:102466747,HGNC:HGNC:50138,miRBase:MI0022686;Name=MIR6840;description=microRNA 6840;gbkey=Gene;gene=MIR6840;gene_biotype=miRNA;gene_synonym=hsa-mir-6840"
1844932,NC_000007.14,BestRefSeq,gene,100358117,100367831,.,+,.,"ID=gene-PILRB;Dbxref=GeneID:29990,HGNC:HGNC:18297,MIM:605342;Name=PILRB;description=paired immunoglobin like type 2 receptor beta;gbkey=Gene;gene=PILRB;gene_biotype=protein_coding;gene_synonym=FDFACT1,FDFACT2"
1844963,NC_000007.14,BestRefSeq%2CGnomon,gene,100371291,100400096,.,+,.,"ID=gene-PILRA;Dbxref=GeneID:29992,HGNC:HGNC:20396,MIM:605341;Name=PILRA;description=paired immunoglobin like type 2 receptor alpha;gbkey=Gene;gene=PILRA;gene_biotype=protein_coding;gene_synonym=FDF03"
1845040,NC_000007.14,BestRefSeq%2CGnomon,gene,100400872,100428703,.,-,.,"ID=gene-ZCWPW1;Dbxref=GeneID:55063,HGNC:HGNC:23486,MIM:618900;Name=ZCWPW1;description=zinc finger CW-type and PWWP domain containing 1;gbkey=Gene;gene=ZCWPW1;gene_biotype=protein_coding;gene_synonym=ZCW1"
1846071,NC_000007.14,BestRefSeq,gene,100428790,100434118,.,+,.,"ID=gene-MEPCE;Dbxref=GeneID:56257,HGNC:HGNC:20247,MIM:611478;Name=MEPCE;description=methylphosphate capping enzyme;gbkey=Gene;gene=MEPCE;gene_biotype=protein_coding;gene_synonym=BCDIN3"
1846127,NC_000007.14,BestRefSeq%2CGnomon,gene,100435282,100436698,.,-,.,"ID=gene-PPP1R35;Dbxref=GeneID:221908,HGNC:HGNC:28320,MIM:618937;Name=PPP1R35;description=protein phosphatase 1 regulatory subunit 35;gbkey=Gene;gene=PPP1R35;gene_biotype=protein_coding;gene_synonym=C7orf47"
1846157,NC_000007.14,BestRefSeq,gene,100436668,100439877,.,+,.,"ID=gene-PPP1R35-AS1;Dbxref=GeneID:101927632,HGNC:HGNC:41194;Name=PPP1R35-AS1;description=PPP1R35 antisense RNA 1;gbkey=Gene;gene=PPP1R35-AS1;gene_biotype=lncRNA"
1846174,NC_000007.14,BestRefSeq,gene,100456620,100479214,.,-,.,ID=gene-TSC22D4-C7ORF61;Dbxref=GeneID:122198330;Name=TSC22D4-C7ORF61;description=TSC22D4-C7orf61 readthrough;gbkey=Gene;gene=TSC22D4-C7ORF61;gene_biotype=protein_coding
1846187,NC_000007.14,BestRefSeq,gene,100456620,100464260,.,-,.,"ID=gene-SPACDR;Dbxref=GeneID:402573,HGNC:HGNC:22135,MIM:619782;Name=SPACDR;description=sperm acrosome developmental regulator;gbkey=Gene;gene=SPACDR;gene_biotype=protein_coding;gene_synonym=C7orf61"
1846197,NC_000007.14,BestRefSeq,gene,100466519,100479214,.,-,.,"ID=gene-TSC22D4;Dbxref=GeneID:81628,HGNC:HGNC:21696,MIM:611914;Name=TSC22D4;description=TSC22 domain family member 4;gbkey=Gene;gene=TSC22D4;gene_biotype=protein_coding;gene_synonym=SPACDR,THG-1,THG1,TILZ2"
1846249,NC_000007.14,BestRefSeq,gene,100483927,100494802,.,+,.,"ID=gene-NYAP1;Dbxref=GeneID:222950,HGNC:HGNC:22009,MIM:615477;Name=NYAP1;description=neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1;gbkey=Gene;gene=NYAP1;gene_biotype=protein_coding;gene_synonym=C7orf51"
1846276,NC_000007.14,Gnomon,gene,100509764,100522036,.,+,.,ID=gene-LOC107986829;Dbxref=GeneID:107986829;Name=LOC107986829;description=uncharacterized LOC107986829;gbkey=Gene;gene=LOC107986829;gene_biotype=lncRNA
1846290,NC_000007.14,BestRefSeq%2CGnomon,gene,100539203,100568220,.,+,.,"ID=gene-AGFG2;Dbxref=GeneID:3268,HGNC:HGNC:5177,MIM:604019;Name=AGFG2;description=ArfGAP with FG repeats 2;gbkey=Gene;gene=AGFG2;gene_biotype=protein_coding;gene_synonym=HRBL,RABR"
1846392,NC_000007.14,Gnomon,gene,100543467,100546496,.,-,.,ID=gene-LOC124901708;Dbxref=GeneID:124901708;Name=LOC124901708;description=uncharacterized LOC124901708;gbkey=Gene;gene=LOC124901708;gene_biotype=lncRNA
1846409,NC_000007.14,BestRefSeq,gene,100572228,100573900,.,-,.,"ID=gene-SAP25;Dbxref=GeneID:100316904,HGNC:HGNC:41908,MIM:619230;Name=SAP25;description=Sin3A associated protein 25;gbkey=Gene;gene=SAP25;gene_biotype=protein_coding"
1846446,NC_000007.14,BestRefSeq%2CGnomon,gene,100574011,100586129,.,-,.,"ID=gene-LRCH4;Dbxref=GeneID:4034,HGNC:HGNC:6691,MIM:620165;Name=LRCH4;description=leucine rich repeats and calponin homology domain containing 4;gbkey=Gene;gene=LRCH4;gene_biotype=protein_coding;gene_synonym=LRN,LRRN1,LRRN4,PP14183"
1847137,NC_000007.14,BestRefSeq%2CGnomon,gene,100586328,100601117,.,+,.,"ID=gene-FBXO24;Dbxref=GeneID:26261,HGNC:HGNC:13595,MIM:609097;Name=FBXO24;description=F-box protein 24;gbkey=Gene;gene=FBXO24;gene_biotype=protein_coding;gene_synonym=FBX24"
1847279,NC_000007.14,BestRefSeq,gene,100589401,100604038,.,-,.,"ID=gene-PCOLCE-AS1;Dbxref=GeneID:100129845,HGNC:HGNC:40430;Name=PCOLCE-AS1;description=PCOLCE antisense RNA 1;gbkey=Gene;gene=PCOLCE-AS1;gene_biotype=lncRNA"
1847292,NC_000007.14,BestRefSeq,gene,100602363,100608175,.,+,.,"ID=gene-PCOLCE;Dbxref=GeneID:5118,HGNC:HGNC:8738,MIM:600270;Name=PCOLCE;description=procollagen C-endopeptidase enhancer;gbkey=Gene;gene=PCOLCE;gene_biotype=protein_coding;gene_synonym=PCPE,PCPE-1,PCPE1"
1847324,NC_000007.14,BestRefSeq%2CGnomon,gene,100612162,100615377,.,+,.,"ID=gene-MOSPD3;Dbxref=GeneID:64598,HGNC:HGNC:25078,MIM:609125;Name=MOSPD3;description=motile sperm domain containing 3;gbkey=Gene;gene=MOSPD3;gene_biotype=protein_coding;gene_synonym=CDS3,NET30"
1847409,NC_000007.14,BestRefSeq,gene,100620420,100641552,.,-,.,"ID=gene-TFR2;Dbxref=GeneID:7036,HGNC:HGNC:11762,MIM:604720;Name=TFR2;description=transferrin receptor 2;gbkey=Gene;gene=TFR2;gene_biotype=protein_coding;gene_synonym=HFE3,TFRC2"
1847478,NC_000007.14,Gnomon,gene,100622122,100633102,.,+,.,ID=gene-LOC124901709;Dbxref=GeneID:124901709;Name=LOC124901709;description=uncharacterized LOC124901709;gbkey=Gene;gene=LOC124901709;gene_biotype=lncRNA
1847483,NC_000007.14,Gnomon,gene,100624554,100626750,.,-,.,ID=gene-LOC124901710;Dbxref=GeneID:124901710;Name=LOC124901710;description=uncharacterized LOC124901710;gbkey=Gene;gene=LOC124901710;gene_biotype=lncRNA
1847498,NC_000007.14,BestRefSeq,gene,100643097,100656448,.,-,.,"ID=gene-ACTL6B;Dbxref=GeneID:51412,HGNC:HGNC:160,MIM:612458;Name=ACTL6B;description=actin like 6B;gbkey=Gene;gene=ACTL6B;gene_biotype=protein_coding;gene_synonym=ACTL6,arpNalpha,BAF53B,DEE76,EIEE76,IDDSSAD,SMARCN2"
1847547,NC_000007.14,BestRefSeq,gene,100656561,100666426,.,+,.,ID=gene-LOC105375429;Dbxref=GeneID:105375429;Name=LOC105375429;description=uncharacterized LOC105375429;gbkey=Gene;gene=LOC105375429;gene_biotype=lncRNA
1847556,NC_000007.14,BestRefSeq,gene,100673740,100679169,.,+,.,"ID=gene-GNB2;Dbxref=GeneID:2783,HGNC:HGNC:4398,MIM:139390;Name=GNB2;description=G protein subunit beta 2;gbkey=Gene;gene=GNB2;gene_biotype=protein_coding;gene_synonym=HG2C1,NEDHYDF,SSS4"
1847589,NC_000007.14,BestRefSeq,gene,100679507,100694250,.,-,.,"ID=gene-GIGYF1;Dbxref=GeneID:64599,HGNC:HGNC:9126,MIM:612064;Name=GIGYF1;description=GRB10 interacting GYF protein 1;gbkey=Gene;gene=GIGYF1;gene_biotype=protein_coding;gene_synonym=GYF1,PERQ1"
1848139,NC_000007.14,BestRefSeq,gene,100706121,100707486,.,+,.,"ID=gene-POP7;Dbxref=GeneID:10248,HGNC:HGNC:19949,MIM:606113;Name=POP7;description=POP7 homolog%2C ribonuclease P/MRP subunit;gbkey=Gene;gene=POP7;gene_biotype=protein_coding;gene_synonym=0610037N12Rik,RPP2,RPP20"
1848144,NC_000007.14,BestRefSeq,gene,100720468,100723700,.,+,.,"ID=gene-EPO;Dbxref=GeneID:2056,HGNC:HGNC:3415,MIM:133170;Name=EPO;description=erythropoietin;gbkey=Gene;gene=EPO;gene_biotype=protein_coding;gene_synonym=DBAL,ECYT5,EP,MVCD2"
1848160,NC_000007.14,BestRefSeq,gene,100733595,100797797,.,+,.,"ID=gene-ZAN;Dbxref=GeneID:7455,HGNC:HGNC:12857,MIM:602372;Name=ZAN;description=zonadhesin;gbkey=Gene;gene=ZAN;gene_biotype=protein_coding"
1848508,NC_000007.14,BestRefSeq%2CGnomon,gene,100802565,100827523,.,-,.,"ID=gene-EPHB4;Dbxref=GeneID:2050,HGNC:HGNC:3395,MIM:600011;Name=EPHB4;description=EPH receptor B4;gbkey=Gene;gene=EPHB4;gene_biotype=protein_coding;gene_synonym=CMAVM2,HFASD,HTK,LMPHM7,MYK1,TYRO11"
1848587,NC_000007.14,BestRefSeq%2CGnomon,gene,100826869,100867012,.,+,.,"ID=gene-SLC12A9;Dbxref=GeneID:56996,HGNC:HGNC:17435,MIM:616861;Name=SLC12A9;description=solute carrier family 12 member 9;gbkey=Gene;gene=SLC12A9;gene_biotype=protein_coding;gene_synonym=CCC6,CIP1,hCCC6,WO3.3"
1848935,NC_000007.14,BestRefSeq,gene,100837314,100852614,.,-,.,"ID=gene-SLC12A9-AS1;Dbxref=GeneID:105375430,HGNC:HGNC:40807;Name=SLC12A9-AS1;description=SLC12A9 antisense RNA 1;gbkey=Gene;gene=SLC12A9-AS1;gene_biotype=lncRNA"
1848957,NC_000007.14,BestRefSeq,gene,100867387,100873454,.,+,.,"ID=gene-TRIP6;Dbxref=GeneID:7205,HGNC:HGNC:12311,MIM:602933;Name=TRIP6;description=thyroid hormone receptor interactor 6;gbkey=Gene;gene=TRIP6;gene_biotype=protein_coding;gene_synonym=OIP-1,OIP1,TRIP-6,TRIP6i2,ZRP-1"
1848979,NC_000007.14,BestRefSeq,gene,100868036,100868107,.,+,.,"ID=gene-MIR6875;Dbxref=GeneID:102466755,HGNC:HGNC:50015,miRBase:MI0022722;Name=MIR6875;description=microRNA 6875;gbkey=Gene;gene=MIR6875;gene_biotype=miRNA;gene_synonym=hsa-mir-6875"
1848993,NC_000007.14,BestRefSeq%2CGnomon,gene,100875103,100888664,.,+,.,"ID=gene-SRRT;Dbxref=GeneID:51593,HGNC:HGNC:24101,MIM:614469;Name=SRRT;description=serrate%2C RNA effector molecule;gbkey=Gene;gene=SRRT;gene_biotype=protein_coding;gene_synonym=ARS2,ASR2,serrate"
1849403,NC_000007.14,BestRefSeq,gene,100888721,100889715,.,-,.,"ID=gene-UFSP1;Dbxref=GeneID:402682,HGNC:HGNC:33821,MIM:611481;Name=UFSP1;description=UFM1 specific peptidase 1;gbkey=Gene;gene=UFSP1;gene_biotype=protein_coding;gene_synonym=UFSP"
1849412,NC_000007.14,BestRefSeq,gene,100889994,100896994,.,-,.,"ID=gene-ACHE;Dbxref=GeneID:43,HGNC:HGNC:108,MIM:100740;Name=ACHE;description=acetylcholinesterase (Yt blood group);gbkey=Gene;gene=ACHE;gene_biotype=protein_coding;gene_synonym=ACEE,ARACHE,N-ACHE,YT"
1849531,NC_000007.14,Gnomon,gene,100942059,100962315,.,-,.,ID=gene-LOC105375431;Dbxref=GeneID:105375431;Name=LOC105375431;description=uncharacterized LOC105375431;gbkey=Gene;gene=LOC105375431;gene_biotype=lncRNA
1849540,NC_000007.14,BestRefSeq,gene,100949534,100968347,.,+,.,"ID=gene-MUC3A;Dbxref=GeneID:4584,HGNC:HGNC:7513,MIM:158371;Name=MUC3A;description=mucin 3A%2C cell surface associated;gbkey=Gene;gene=MUC3A;gene_biotype=protein_coding;gene_synonym=MUC-3A,MUC3"
1849572,NC_000007.14,Gnomon,gene,100963829,100964807,.,-,.,ID=gene-LOC124900622;Dbxref=GeneID:124900622;Name=LOC124900622;description=uncharacterized LOC124900622;gbkey=Gene;gene=LOC124900622;gene_biotype=lncRNA
1849581,NC_000007.14,BestRefSeq,gene,100969565,101018936,.,+,.,"ID=gene-MUC12;Dbxref=GeneID:10071,HGNC:HGNC:7510,MIM:604609;Name=MUC12;description=mucin 12%2C cell surface associated;gbkey=Gene;gene=MUC12;gene_biotype=protein_coding;gene_synonym=MUC-11,MUC-12,MUC11"
1849611,NC_000007.14,BestRefSeq,gene,101014320,101017608,.,-,.,"ID=gene-MUC12-AS1;Dbxref=GeneID:102724094,HGNC:HGNC:40382;Name=MUC12-AS1;description=MUC12 antisense RNA 1;gbkey=Gene;gene=MUC12-AS1;gene_biotype=lncRNA"
1849630,NC_000007.14,BestRefSeq,gene,101020081,101058859,.,+,.,"ID=gene-MUC17;Dbxref=GeneID:140453,HGNC:HGNC:16800,MIM:608424;Name=MUC17;description=mucin 17%2C cell surface associated;gbkey=Gene;gene=MUC17;gene_biotype=protein_coding;gene_synonym=MUC-17,MUC-3,MUC3"
1849678,NC_000007.14,BestRefSeq%2CGnomon,gene,101085481,101097967,.,+,.,"ID=gene-TRIM56;Dbxref=GeneID:81844,HGNC:HGNC:19028,MIM:616996;Name=TRIM56;description=tripartite motif containing 56;gbkey=Gene;gene=TRIM56;gene_biotype=protein_coding;gene_synonym=RNF109"
1849718,NC_000007.14,BestRefSeq,gene,101127104,101139247,.,+,.,"ID=gene-SERPINE1;Dbxref=GeneID:5054,HGNC:HGNC:8583,MIM:173360;Name=SERPINE1;description=serpin family E member 1;gbkey=Gene;gene=SERPINE1;gene_biotype=protein_coding;gene_synonym=PAI,PAI-1,PAI1,PLANH1"
1849947,NC_000007.14,BestRefSeq,gene,101154476,101161276,.,+,.,"ID=gene-AP1S1;Dbxref=GeneID:1174,HGNC:HGNC:559,MIM:603531;Name=AP1S1;description=adaptor related protein complex 1 subunit sigma 1;gbkey=Gene;gene=AP1S1;gene_biotype=protein_coding;gene_synonym=AP19,CLAPS1,EKV3,MEDNIK,SIGMA1A"
1849963,NC_000007.14,BestRefSeq,gene,101159473,101159555,.,+,.,"ID=gene-MIR4653;Dbxref=GeneID:100616117,HGNC:HGNC:41562,miRBase:MI0017281;Name=MIR4653;description=microRNA 4653;gbkey=Gene;gene=MIR4653;gene_biotype=miRNA"
1849970,NC_000007.14,BestRefSeq%2CGnomon,gene,101162509,101169952,.,-,.,"ID=gene-VGF;Dbxref=GeneID:7425,HGNC:HGNC:12684,MIM:602186;Name=VGF;description=VGF nerve growth factor inducible;gbkey=Gene;gene=VGF;gene_biotype=protein_coding;gene_synonym=SCG7,SgVII"
1849994,NC_000007.14,BestRefSeq,gene,101170496,101180293,.,-,.,"ID=gene-NAT16;Dbxref=GeneID:375607,HGNC:HGNC:22030,MIM:615783;Name=NAT16;description=N-acetyltransferase 16 (putative);gbkey=Gene;gene=NAT16;gene_biotype=protein_coding;gene_synonym=C7orf52"
